station,aos,los,duration,angle
Troll,07/04/2024 15:30:15,07/04/2024 15:31:49,93.895,10
Troll,07/04/2024 15:30:20,07/04/2024 15:31:19,59.37,-20
Svalbard,07/04/2024 16:27:34,07/04/2024 16:28:25,51.399,20
Svalbard,07/04/2024 18:06:10,07/04/2024 18:07:16,66.641,0
Punta Arenas,07/04/2024 22:02:06,07/04/2024 22:02:23,16.684,-20
Svalbard,07/05/2024 02:15:20,07/05/2024 02:15:31,11.223,0
Svalbard,07/05/2024 02:15:38,07/05/2024 02:16:52,74.768,-10
Svalbard,07/05/2024 03:53:40,07/05/2024 03:55:42,122.17,20
Fairbanks,07/05/2024 04:04:09,07/05/2024 04:05:30,80.915,0
Troll,07/05/2024 06:30:12,07/05/2024 06:32:33,141.028,-20
Troll,07/05/2024 06:30:19,07/05/2024 06:32:28,128.76,-10
Troll,07/05/2024 08:08:05,07/05/2024 08:10:38,152.808,20
Troll,07/05/2024 08:08:30,07/05/2024 08:10:12,101.562,10
Punta Arenas,07/05/2024 11:32:09,07/05/2024 11:34:36,146.342,20
Punta Arenas,07/05/2024 11:32:53,07/05/2024 11:33:49,56.436,10
Troll,07/05/2024 14:36:49,07/05/2024 14:39:22,153.217,20
Troll,07/05/2024 14:37:12,07/05/2024 14:39:01,109.147,10
Fairbanks,07/05/2024 15:23:41,07/05/2024 15:24:58,77.774,20
Troll,07/05/2024 16:14:54,07/05/2024 16:17:20,146.059,-20
Troll,07/05/2024 16:16:32,07/05/2024 16:17:10,37.93,-10
Svalbard,07/05/2024 17:12:26,07/05/2024 17:13:48,82.058,20
Svalbard,07/05/2024 18:51:21,07/05/2024 18:52:10,49.635,-10
Punta Arenas,07/05/2024 21:07:03,07/05/2024 21:09:30,146.498,20
Punta Arenas,07/05/2024 21:07:17,07/05/2024 21:09:14,116.644,10
Punta Arenas,07/05/2024 21:07:54,07/05/2024 21:08:39,45.009,0
Svalbard,07/06/2024 01:22:31,07/06/2024 01:23:03,32.173,-20
Svalbard,07/06/2024 03:00:41,07/06/2024 03:01:54,72.729,10
Svalbard,07/06/2024 03:01:18,07/06/2024 03:01:58,40.058,0
Troll,07/06/2024 07:15:38,07/06/2024 07:17:43,124.966,10
Troll,07/06/2024 07:15:41,07/06/2024 07:17:40,118.799,0
Troll,07/06/2024 07:15:52,07/06/2024 07:17:27,94.525,-10
Troll,07/06/2024 07:16:23,07/06/2024 07:16:56,33.678,-20
Troll,07/06/2024 07:16:24,07/06/2024 07:17:38,74.35,20
Troll,07/06/2024 08:53:16,07/06/2024 08:55:23,126.545,20
Punta Arenas,07/06/2024 10:39:25,07/06/2024 10:41:47,142.299,-20
Punta Arenas,07/06/2024 10:39:34,07/06/2024 10:41:40,126.101,-10
Troll,07/06/2024 13:44:33,07/06/2024 13:46:37,124.389,20
Fairbanks,07/06/2024 14:30:24,07/06/2024 14:31:45,81.078,0
Fairbanks,07/06/2024 14:30:52,07/06/2024 14:31:34,41.792,-10
Troll,07/06/2024 15:22:15,07/06/2024 15:24:13,117.789,0
Troll,07/06/2024 15:22:15,07/06/2024 15:24:17,121.538,10
Troll,07/06/2024 15:22:29,07/06/2024 15:23:59,89.902,-10
Troll,07/06/2024 15:23:35,07/06/2024 15:24:12,36.435,20
Svalbard,07/06/2024 17:58:43,07/06/2024 17:59:29,45.327,0
Svalbard,07/06/2024 19:36:28,07/06/2024 19:36:34,6.009,-20
Punta Arenas,07/06/2024 21:53:41,07/06/2024 21:54:45,64.134,-20
